title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
LOVELY - 2 BEDROOM ON SPRING GARDEN RD,,2024-03-15T23:25:37.000Z,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-2-bedroom-on-spring-garden-rd/1678071831,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
STUNNING 1 BED + DEN IN BEDFORD,,2024-03-15T23:25:33.000Z,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stunning-1-bed-den-in-bedford/1646233967,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
OPEN HOUSE SATURDAY 10-4 - BACHELOR APARTMENT SOUTH END,1612,2024-03-15T23:25:29.000Z,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-bachelor-apartment-south-end/1683391064,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
OPEN HOUSE SATURDAY 10-4 - 1 BED SOUTHEND HALIFAX,,2024-03-15T23:25:25.000Z,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bed-southend-halifax/1673351063,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
WOW! GREAT 2 BEDROOM AVAILABLE,,2024-03-15T23:25:17.000Z,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-great-2-bedroom-available/1688104521,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM + DEN NEAR UNIVERSITIES,,2024-03-15T23:25:13.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-den-near-universities/1674611182,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4  2 BEDROOM - NEAR UNIVERSITIES,,2024-03-15T23:25:09.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-2-bedroom-near-universities/1684478921,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-15T23:25:05.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
WOW - 2 BEDROOM NEAR HALIFAX SHOPPING CENTRE,2061,2024-03-15T23:25:01.000Z,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-2-bedroom-near-halifax-shopping-centre/1685702306,Kijiji User,Professional,1,1 Year,Yes,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes
BEAUTIFUL 2 BEDROOM IN WEST END,2096,2024-03-15T23:24:57.000Z,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-in-west-end/1652811959,Kijiji User,Professional,1,1 Year,No,,"1,200",No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No
LARGE 1 BEDROOM - GREAT LOCATION,1700,2024-03-15T23:24:53.000Z,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-1-bedroom-great-location/1678376940,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
STUNNING 2 BEDROOM AVAILABLE,,2024-03-15T23:24:53.000Z,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stunning-2-bedroom-available/1688104509,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No
Spacious 1 Bedroom Apartment For Rent May 1st,1975,2024-03-15T22:55:09.000Z,"Gladstone Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-1-bedroom-apartment-for-rent-may-1st/1688323012,Kijiji User,Owner,0,1 Year,Limited,01-May-24,705,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"ONE BEDROOM APT available SEPTEMBER 1st near DAL, SMU, KINGS",1760,2024-03-15T22:36:39.000Z,"Halifax, NS B3H 2K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-apt-available-september-1st-near-dal-smu-kings/1688321758,Kijiji User,Owner,0,1 Year,Limited,01-Sep-24,600,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes
ONE BEDROOM + BALCONY for rent available APRIL 1st near DAL,1849,2024-03-15T22:29:21.000Z,"Halifax, NS B3H 2K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-balcony-for-rent-available-april-1st-near-dal/1688321202,Kijiji User,Owner,0,1 Year,Limited,01-Apr-24,900,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes
Room in Halifax,,2024-03-15T22:25:01.000Z,"Parkland Dr, Halifax, NS, B3S1P7",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-in-halifax/1681828526,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 bedroom/1 bathroom with 1 underground parking space,1795,2024-03-15T22:12:53.000Z,"Supreme Court, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bathroom-with-1-underground-parking-space/1688319949,Kijiji User,Owner,1,1 Year,Limited,01-May-24,750,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No
Roommate wanted-Cat friendly house,900,2024-03-15T22:10:36.000Z,"Halifax, NS B3K",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-wanted-cat-friendly-house/1688319782,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
amazing location! Secure a room for the 2024 academic year!,990,2024-03-15T22:03:54.000Z,"Halifax, NS B3H 3C3",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/amazing-location-secure-a-room-for-the-2024-academic-year/1688319316,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7 bedroom home available for sublet for 1-7 people from May-Aug,800,2024-03-15T21:55:04.000Z,"Atlantic Street, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/7-bedroom-home-available-for-sublet-for-1-7-people-from-may-aug/1688318677,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Beautiful Fully Renovated 3 Bedroom + Den Apartment,2895,2024-03-14T11:30:29.000Z,"Pine Grove Drive, Halifax, NS",Apartment,3 + Den,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-fully-renovated-3-bedroom-den-apartment/1684661268,Kijiji User,Owner,2,1 Year,Limited,01-Mar-24,"1,500",No,No,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Bachler Apartment for Sublet in Downtown Halifax,1500,2024-03-15T20:50:17.000Z,"Halifax, NS B3J 3X3",,Bachelor/Studio,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/bachler-apartment-for-sublet-in-downtown-halifax/1688313159,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 bed 2.5 bath townhouse,3000,2024-03-15T20:00:30.000Z,"Attenborough Ct, Halifax, NS B3M",Townhouse,3,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bed-2-5-bath-townhouse/1685623014,Kijiji User,Owner,1,1 Year,Limited,01-Mar-24,"1,331",No,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
***Newly renovated 2 bedroom in Spryfield/Herring Cove area***,2250,2024-03-15T19:58:12.000Z,"12 Parkmoor Ave, Halifax, NS B3R 1B4",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-in-spryfield-herring-cove-area/1688308503,Kijiji User,Owner,2,1 Year,No,01-May-24,"1,000",No,Yes,Outdoors only,,,,,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
Room for Rent on South St,875,2024-03-15T19:12:32.000Z,"6057 South St, Halifax, NS B3H 1S9",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-on-south-st/1688304453,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Downtown HFX Furnished FREE Utility/Wifi (April 15) ,2500,2024-03-15T19:09:50.000Z,"Clifton St, Halifax, NS B3K",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-hfx-furnished-free-utility-wifi-april-15/1688304206,Kijiji User,Owner,1,1 Year,Yes,15-Apr-24,"1,200",Yes,Yes,Outdoors only,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
Large Private Room in Family Home,850,2024-03-15T18:48:59.000Z,"Halifax, NS B3P",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/large-private-room-in-family-home/1688302319,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Bright & Spacious 3 Bedroom Unit in Halifax, 6 Appliances, New",2950,2024-03-15T18:48:00.000Z,"13 Edgehill Road, Halifax, NS, B3N 1G5",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-spacious-3-bedroom-unit-in-halifax-6-appliances-new/1688298888,Kijiji User,Professional,1,1 Year,Limited,01-Apr-24,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
18-087 You'll love the 140’ ocean frontage view of Herring Cove.,2800,2024-03-15T18:42:00.000Z,"John Brackett Drive, Herring Cove, NS, B3V 1G8",House,3 + Den,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298325,Kijiji User,Professional,2,1 Year,Limited,01-Jun-24,Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
"New & Spacious 3 Bedroom Unit in Halifax, 6 Appliances",3150,2024-03-15T18:36:01.000Z,"13 Edgehill Road, Halifax, NS, B3N 1G5",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-spacious-3-bedroom-unit-in-halifax-6-appliances/1688298871,Kijiji User,Professional,1,1 Year,Limited,01-Apr-24,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
18-087 You'll love the 140’ ocean frontage view of Herring Cove.,2800,2024-03-15T18:24:00.000Z,"John Brackett Drive, Herring Cove, NS, B3V 1G8",House,3 + Den,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298323,Kijiji User,Professional,2,1 Year,Limited,01-Jun-24,Not Available,Yes,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
"21-041 Nicely updated 3 level semi in Halifax,",2300,2024-03-15T18:21:58.000Z,"Thornhill Drive, Halifax, NS, B3R 2B4",Townhouse,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-041-nicely-updated-3-level-semi-in-halifax/1687576660,Kijiji User,Professional,2,1 Year,Limited,01-Apr-24,Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
23-102 Executive wheelchair-accessible condo in Downtown Halifax,3400,2024-03-15T18:21:22.000Z,"South Park Street, Halifax, NS, B3J 0H8",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-102-executive-wheelchair-accessible-condo-in-downtown-halifax/1678260469,Kijiji User,Professional,1,1 Year,Limited,24-Mar-24,"1,200",No,No,No,,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
SHARE A PENTHOUSE  CONDO OWN BEDRM&BATH,1495,2024-03-15T18:13:37.000Z,"Walter Havill Drive, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/share-a-penthouse-condo-own-bedrm-bath/1688299002,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Looking for Sublettor! 1 room for May-August,800,2024-03-15T18:02:35.000Z,"6162 South St, Halifax, NS B3H 1T5",,6+,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/looking-for-sublettor-1-room-for-may-august/1688297678,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
one bedroom in two bedroom apartment,1100,2024-03-15T17:36:32.000Z,"1333 South Park St, Halifax, NS B3J 2K9",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/one-bedroom-in-two-bedroom-apartment/1688295264,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Downtown Halifax for June,1395,2024-03-15T17:17:52.000Z,"5984 Spring Garden Rd, Halifax, NS, B3H 1Y7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-downtown-halifax-for-june/1686542866,Kijiji User,Professional,0,1 Year,Limited,01-Jun-24,396,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Downtown Halifax for June,1595,2024-03-15T17:17:48.000Z,"1343 Barrington Street, Halifax, NS, B3J 1Y9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-downtown-halifax-for-june/1686542863,Kijiji User,Professional,0,1 Year,Limited,01-Jun-24,520,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2 BR -  Condo Style - Dog Friendly!,2210,2024-03-15T17:12:44.000Z,"16 Bently Drive, Halifax, NS, B3S 0G9",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-br-condo-style-dog-friendly/1686166113,Kijiji User,Professional,0,1 Year,Limited,01-May-24,"1,179",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes
Halifax Sound End Room sublet April or May 1st to August 31st,750,2024-03-15T17:07:26.000Z,"Halifax, NS B3H 1R1",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/halifax-sound-end-room-sublet-april-or-may-1st-to-august-31st/1688292681,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Fantastic 1 bedroom close to Dal, Smu and the QE2",1995,2024-03-15T16:42:00.000Z,"5620 South Street, Halifax, NS, B3J 0A7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-1-bedroom-close-to-dal-smu-and-the-qe2/1688280205,Kijiji User,Professional,0,1 Year,No,18-Mar-24,Not Available,No,No,No,,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Beautiful One Bedroom close to University / Hospitals,1995,2024-03-15T16:00:01.000Z,"5620 South Street, Halifax, NS, B3J 0A7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-one-bedroom-close-to-university-hospitals/1688280197,Kijiji User,Professional,0,1 Year,No,01-May-24,Not Available,No,No,No,,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Large room rental in Halifax,900,2024-03-15T15:54:09.000Z,"Halifax, NS B3N 3G4",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/large-room-rental-in-halifax/1688285369,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 bedroom. Avail. May 1st. $2275/mo (utilities included),,2024-03-15T15:30:32.000Z,"Auburn Ave, Halifax, NS B3R 1K4",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-avail-may-1st-2275-mo-utilities-included/1687608423,Kijiji User,Owner,0,1 Year,Limited,01-May-24,"1,200",No,No,No,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
"Beautiful, Upscale 2 bedroom in highly desirable The James",2395,2024-03-15T15:18:00.000Z,"5620 South Street, Halifax, NS, B3J 0A7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-upscale-2-bedroom-in-highly-desirable-the-james/1688280200,Kijiji User,Professional,0,1 Year,No,15-Mar-24,Not Available,No,No,No,,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Room in a two bedroom apartment,750,2024-03-15T15:11:01.000Z,"Vimy Avenue, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-in-a-two-bedroom-apartment/1688280890,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Rental Unit - Cunard Live/Work/Grow,3100,2024-03-15T15:00:43.000Z,"5560 Cunard Street, Halifax, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-unit-cunard-live-work-grow/1684547968,Kijiji User,Owner,0,1 Year,No,01-Mar-24,"1,045",No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No
Apartment for Rent,2300,2024-03-15T15:00:42.000Z,"Cunard Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent/1686337487,Kijiji User,Owner,0,1 Year,Limited,01-Mar-24,825,No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
2 Bedroom / 2 bath / 2 level condo penthouse + rooftop terrace,2995,2024-03-15T14:54:27.000Z,"Halifax, NS B3H 2Z8",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-2-bath-2-level-condo-penthouse-rooftop-terrace/1687901045,Kijiji User,Owner,1,1 Year,Yes,01-Jun-24,"1,000",No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2 Bedroom Coming Available,2389,2024-03-15T14:21:23.000Z,"1200 Tower Rd., Halifax, NS, B3H 4K6",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-coming-available/1688198189,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"**FREE MONTH! ** Move in now, don't pay until March!",2884,2024-03-15T14:21:19.000Z,"5800 South St., Halifax, NS, B3H 0A7",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/free-month-move-in-now-dont-pay-until-march/1682151647,Kijiji User,Professional,0,1 Year,Limited,01-Feb-24,Not Available,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BRAND NEW ONE BEDROOM SUITE STEPS TO SMU & DOWNTOWN!!!,2199,2024-03-15T14:19:47.000Z,"5726 Inglis St, Halifax, NS, B3H 1K4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-one-bedroom-suite-steps-to-smu-downtown/1687665630,Kijiji User,Professional,0,1 Year,Yes,01-Jul-24,500,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
"RENOVATED ONE BEDROOM STEPS TO DAL, SMU HOSPITALS & DOWNTOWN!!!",2149,2024-03-15T14:19:47.000Z,"6060 South Street, Halifax, NS, B3H 1T1",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-one-bedroom-steps-to-dal-smu-hospitals-downtown/1687665628,Kijiji User,Professional,0,1 Year,Yes,01-Aug-24,500,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
BRAND NEW ONE BEDROOM! BALCONY! NORTH END HFX! AVAILABLE NOW!!!,1829,2024-03-15T14:19:47.000Z,"6140 Lady Hammond Road, Halifax, NS, B3K 2R5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-one-bedroom-balcony-north-end-hfx-available-now/1679710380,Kijiji User,Professional,0,1 Year,Yes,01-Feb-24,600,No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
BRAND NEW TWO BEDROOM STEPS FROM POINT PLEASANT PARK!!!,2999,2024-03-15T14:19:45.000Z,"1027 South Park Street, Halifax, NS, B3H 2W2",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-two-bedroom-steps-from-point-pleasant-park/1683791596,Kijiji User,Professional,0,1 Year,Yes,01-Feb-24,"1,000",No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
BRAND NEW TWO BEDROOM FLAT IN QUIET NEIGHBOURHOOD AVAILABLE NOW!,2599,2024-03-15T14:19:45.000Z,"2100 Poplar Street, Halifax, NS, B3L 2Y7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-two-bedroom-flat-in-quiet-neighbourhood-available-now/1687519784,Kijiji User,Professional,0,1 Year,Yes,04-Mar-24,800,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
LARGE & BRIGHT ONE BEDROOM STEPS FROM HFX SHOPPING CENTRE MAY 1!,1549,2024-03-15T14:19:45.000Z,"3103 Connaught Avenue, Halifax, NS, B3L 3A8",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-bright-one-bedroom-steps-from-hfx-shopping-centre-may-1/1687665634,Kijiji User,Professional,0,1 Year,Yes,01-May-24,450,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
"RENOVATED TWO BEDROOM WITH BALCONY STEPS TO DOWNTOWN, DAL & SMU!",2509,2024-03-15T14:19:44.000Z,"5713 Victoria Rd, Halifax, NS, B3H 2Y3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-two-bedroom-with-balcony-steps-to-downtown-dal-smu/1687665617,Kijiji User,Professional,0,1 Year,Yes,01-May-24,750,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
Exclusive Large Luxury Apartment-Utilities/Internet/Cable Incl!,,2024-03-15T12:00:31.000Z,"Nova Scotia 329, Hubbards, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/exclusive-large-luxury-apartment-utilities-internet-cable-incl/1683643009,Kijiji User,Owner,2,1 Year,Limited,01-Mar-24,"1,050",No,Yes,Outdoors only,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
BRAND NEW ONE BEDROOM SUITE IN HERITAGE BUILDING! SOUTH END HFX!,2199,2024-03-15T14:19:44.000Z,"1029 South Park Street, Halifax, NS, B3H 1M1",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-one-bedroom-suite-in-heritage-building-south-end-hfx/1683309932,Kijiji User,Professional,0,1 Year,Limited,01-May-24,805,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
LARGE & BRIGHT ONE BEDROOM STEPS TO SMU & DOWNTOWN  MAY 1ST!,1949,2024-03-15T14:19:44.000Z,"5670 Inglis Street, Halifax, NS, B3H 1K3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-bright-one-bedroom-steps-to-smu-downtown-may-1st/1683791586,Kijiji User,Professional,0,1 Year,Yes,01-May-24,600,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
