,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
61,"2 Bedroom, 2 Level Apartment at 100 Camelot Lane",18000.0,2024-03-16 00:10:03+00:00,"100 Camelot lane, Halifax, NS, B3M 3Y4",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-2-level-apartment-at-100-camelot-lane/1685407517,Professional,1.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False
62,"24-004 Gorgeous views. Furnished, Flexible lease",25000.0,2024-03-16 00:10:01+00:00,"Ketch Harbour Road, Herring Cove, NS, B3V 1J4",Apartment,2.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/24-004-gorgeous-views-furnished-flexible-lease/1682653823,Professional,0.0,1 Year,Limited,2024-04-02 18:21:10.588235264,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,24-003  Fabulous custom home on the Ocean. Furnished! Views!,50000.0,2024-03-16 00:10:01+00:00,"Ketch Harbour Road, Herring Cove, NS, B3N 1H5",Apartment,4.0,3.5,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/24-003-fabulous-custom-home-on-the-ocean-furnished-views/1682653812,Professional,0.0,1 Year,Limited,2024-04-04 12:42:21.176470528,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Room to Sublet June 1 to Aug 30,9900.0,2024-03-15 23:59:47+00:00,"Jubilee Rd, Halifax, NS B3H",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-to-sublet-june-1-to-aug-30/1688327269,Private seller,0.0,1 Year,Limited,2024-04-06 07:03:31.764705792,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,Private room for sublease,9000.0,2024-03-15 23:26:13+00:00,"Southwood Drive, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/private-room-for-sublease/1688325164,Owner,0.0,1 Year,Limited,2024-04-08 01:24:42.352941056,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,LOVELY - 2 BEDROOM ON SPRING GARDEN RD,10000.0,2024-03-15 23:25:37+00:00,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-2-bedroom-on-spring-garden-rd/1678071831,Professional,0.0,1 Year,No,2024-04-09 19:45:52.941176576,Not Available,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False
67,STUNNING 1 BED + DEN IN BEDFORD,10000.0,2024-03-15 23:25:33+00:00,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stunning-1-bed-den-in-bedford/1646233967,Professional,0.0,1 Year,No,2024-04-11 14:07:03.529411840,Not Available,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False
68,OPEN HOUSE SATURDAY 10-4 - BACHELOR APARTMENT SOUTH END,16120.0,2024-03-15 23:25:29+00:00,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-bachelor-apartment-south-end/1683391064,Professional,0.0,1 Year,Limited,2024-04-13 08:28:14.117647104,Not Available,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
69,OPEN HOUSE SATURDAY 10-4 - 1 BED SOUTHEND HALIFAX,10000.0,2024-03-15 23:25:25+00:00,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bed-southend-halifax/1673351063,Professional,0.0,1 Year,Limited,2024-04-15 02:49:24.705882368,Not Available,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
70,WOW! GREAT 2 BEDROOM AVAILABLE,10000.0,2024-03-15 23:25:17+00:00,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-great-2-bedroom-available/1688104521,Professional,1.0,1 Year,Limited,2024-04-16 21:10:35.294117632,Not Available,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
71,OPEN HOUSE SATURDAY 10-4  1 BEDROOM + DEN NEAR UNIVERSITIES,10000.0,2024-03-15 23:25:13+00:00,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-den-near-universities/1674611182,Professional,0.0,1 Year,Limited,2024-04-18 15:31:45.882352896,Not Available,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
72,OPEN HOUSE SATURDAY 10-4  2 BEDROOM - NEAR UNIVERSITIES,10000.0,2024-03-15 23:25:09+00:00,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-2-bedroom-near-universities/1684478921,Professional,0.0,1 Year,Limited,2024-04-20 09:52:56.470588160,Not Available,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
73,OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,10000.0,2024-03-15 23:25:05+00:00,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Professional,0.0,1 Year,Limited,2024-04-22 04:14:07.058823424,Not Available,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
74,WOW - 2 BEDROOM NEAR HALIFAX SHOPPING CENTRE,20610.0,2024-03-15 23:25:01+00:00,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-2-bedroom-near-halifax-shopping-centre/1685702306,Professional,1.0,1 Year,Yes,2024-04-23 22:35:17.647058944,Not Available,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True
75,BEAUTIFUL 2 BEDROOM IN WEST END,20960.0,2024-03-15 23:24:57+00:00,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-in-west-end/1652811959,Professional,1.0,1 Year,No,2024-04-25 16:56:28.235294208,1200.0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
76,LARGE 1 BEDROOM - GREAT LOCATION,17000.0,2024-03-15 23:24:53+00:00,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-1-bedroom-great-location/1678376940,Professional,1.0,1 Year,Limited,2024-04-27 11:17:38.823529472,Not Available,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
77,STUNNING 2 BEDROOM AVAILABLE,10000.0,2024-03-15 23:24:53+00:00,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stunning-2-bedroom-available/1688104509,Professional,1.0,1 Year,Limited,2024-04-29 05:38:49.411764736,Not Available,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
78,Spacious 1 Bedroom Apartment For Rent May 1st,19750.0,2024-03-15 22:55:09+00:00,"Gladstone Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-1-bedroom-apartment-for-rent-may-1st/1688323012,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,705.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True
79,"ONE BEDROOM APT available SEPTEMBER 1st near DAL, SMU, KINGS",17600.0,2024-03-15 22:36:39+00:00,"Halifax, NS B3H 2K5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-apt-available-september-1st-near-dal-smu-kings/1688321758,Owner,0.0,1 Year,Limited,2024-09-01 00:00:00.000000000,600.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
80,ONE BEDROOM + BALCONY for rent available APRIL 1st near DAL,18490.0,2024-03-15 22:29:21+00:00,"Halifax, NS B3H 2K5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-balcony-for-rent-available-april-1st-near-dal/1688321202,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,900.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True
81,Room in Halifax,10000.0,2024-03-15 22:25:01+00:00,"Parkland Dr, Halifax, NS, B3S1P7",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-in-halifax/1681828526,Private seller,0.0,1 Year,Limited,2024-04-16 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,1 bedroom/1 bathroom with 1 underground parking space,17950.0,2024-03-15 22:12:53+00:00,"Supreme Court, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bathroom-with-1-underground-parking-space/1688319949,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00.000000000,750.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
83,Roommate wanted-Cat friendly house,9000.0,2024-03-15 22:10:36+00:00,"Halifax, NS B3K",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-wanted-cat-friendly-house/1688319782,Private seller,0.0,1 Year,Limited,2024-04-15 18:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,amazing location! Secure a room for the 2024 academic year!,9900.0,2024-03-15 22:03:54+00:00,"Halifax, NS B3H 3C3",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/amazing-location-secure-a-room-for-the-2024-academic-year/1688319316,Private seller,0.0,1 Year,Limited,2024-03-31 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,7 bedroom home available for sublet for 1-7 people from May-Aug,8000.0,2024-03-15 21:55:04+00:00,"Atlantic Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/7-bedroom-home-available-for-sublet-for-1-7-people-from-may-aug/1688318677,Private seller,0.0,1 Year,Limited,2024-03-16 06:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,Beautiful Fully Renovated 3 Bedroom + Den Apartment,28950.0,2024-03-14 11:30:29+00:00,"Pine Grove Drive, Halifax, NS",Apartment,3.0,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-fully-renovated-3-bedroom-den-apartment/1684661268,Owner,2.0,1 Year,Limited,2024-03-01 00:00:00.000000000,1500.0,False,False,outdoors only,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False
87,Bachler Apartment for Sublet in Downtown Halifax,15000.0,2024-03-15 20:50:17+00:00,"Halifax, NS B3J 3X3",Apartment,0.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/bachler-apartment-for-sublet-in-downtown-halifax/1688313159,Owner,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,3 bed 2.5 bath townhouse,30000.0,2024-03-15 20:00:30+00:00,"Attenborough Ct, Halifax, NS B3M",Townhouse,3.0,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bed-2-5-bath-townhouse/1685623014,Owner,1.0,1 Year,Limited,2024-03-01 00:00:00.000000000,1331.0,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False
89,***Newly renovated 2 bedroom in Spryfield/Herring Cove area***,22500.0,2024-03-15 19:58:12+00:00,"12 Parkmoor Ave, Halifax, NS B3R 1B4",House,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-in-spryfield-herring-cove-area/1688308503,Owner,2.0,1 Year,No,2024-05-01 00:00:00.000000000,1000.0,False,True,outdoors only,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False
90,Room for Rent on South St,8750.0,2024-03-15 19:12:32+00:00,"6057 South St, Halifax, NS B3H 1S9",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-on-south-st/1688304453,Private seller,0.0,1 Year,Limited,2024-04-23 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Downtown HFX Furnished FREE Utility/Wifi (April 15) ,25000.0,2024-03-15 19:09:50+00:00,"Clifton St, Halifax, NS B3K",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-hfx-furnished-free-utility-wifi-april-15/1688304206,Owner,1.0,1 Year,Yes,2024-04-15 00:00:00.000000000,1200.0,True,True,outdoors only,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
92,Large Private Room in Family Home,8500.0,2024-03-15 18:48:59+00:00,"Halifax, NS B3P",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/large-private-room-in-family-home/1688302319,Private seller,0.0,1 Year,Limited,2024-04-08 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,"Bright & Spacious 3 Bedroom Unit in Halifax, 6 Appliances, New",29500.0,2024-03-15 18:48:00+00:00,"13 Edgehill Road, Halifax, NS, B3N 1G5",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-spacious-3-bedroom-unit-in-halifax-6-appliances-new/1688298888,Professional,1.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False
94,18-087 You'll love the 140’ ocean frontage view of Herring Cove.,28000.0,2024-03-15 18:42:00+00:00,"John Brackett Drive, Herring Cove, NS, B3V 1G8",House,3.0,3.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298325,Professional,2.0,1 Year,Limited,2024-06-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
95,"New & Spacious 3 Bedroom Unit in Halifax, 6 Appliances",31500.0,2024-03-15 18:36:01+00:00,"13 Edgehill Road, Halifax, NS, B3N 1G5",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-spacious-3-bedroom-unit-in-halifax-6-appliances/1688298871,Professional,1.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False
96,18-087 You'll love the 140’ ocean frontage view of Herring Cove.,28000.0,2024-03-15 18:24:00+00:00,"John Brackett Drive, Herring Cove, NS, B3V 1G8",House,3.0,3.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298323,Professional,2.0,1 Year,Limited,2024-06-01 00:00:00.000000000,Not Available,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
97,"21-041 Nicely updated 3 level semi in Halifax,",23000.0,2024-03-15 18:21:58+00:00,"Thornhill Drive, Halifax, NS, B3R 2B4",Townhouse,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-041-nicely-updated-3-level-semi-in-halifax/1687576660,Professional,2.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
98,23-102 Executive wheelchair-accessible condo in Downtown Halifax,34000.0,2024-03-15 18:21:22+00:00,"South Park Street, Halifax, NS, B3J 0H8",Condo,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-102-executive-wheelchair-accessible-condo-in-downtown-halifax/1678260469,Professional,1.0,1 Year,Limited,2024-03-24 00:00:00.000000000,1200.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,True
99,SHARE A PENTHOUSE  CONDO OWN BEDRM&BATH,14950.0,2024-03-15 18:13:37+00:00,"Walter Havill Drive, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/share-a-penthouse-condo-own-bedrm-bath/1688299002,Private seller,0.0,1 Year,Limited,2024-04-10 06:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
