title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
Beautiful 3 Bedroom Apartment (Inglis & Lucknow),3900.,2024-03-26T14:15:33.000Z,"5547 Inglis Street, Halifax, NS",Apartment,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-3-bedroom-apartment-inglis-lucknow/1688833892,Kijiji User,Professional,0,1 Year,Yes,"September 1, 2024","1,700",No,No,Outdoors only,,,,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
1 Bedroom City Scape Downtown Halifax,,2024-03-26T14:09:21.000Z,"1715 Lower Water St, Halifax, NS, B3L 0J4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-city-scape-downtown-halifax/1688002025,Kijiji User,Professional,0,1 Year,Yes,"May 1, 2024",Not Available,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom + Den Sea Loge Downtown Halifax,,2024-03-26T14:09:17.000Z,"1715 Lower Water St, Halifax, NS, B3L 0J4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-sea-loge-downtown-halifax/1688597267,Kijiji User,Professional,0,1 Year,Yes,"July 1, 2024",Not Available,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bedrooms Apartment for Rent - 9 - 54 Paige Plaza,2095.,2024-03-26T13:09:44.000Z,"54 Paige Plaza, Lower Sackville, NS, B4E 0J6",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedrooms-apartment-for-rent-9-54-paige-plaza/1680021792,Kijiji User,Professional,0,1 Year,Yes,,861,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Beautiful 2 BR at The Alexander - Avail May 1st,2695.,2024-03-26T13:01:37.000Z,"5121 Bishop Street, Halifax, NS, B3J 0E5",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-br-at-the-alexander-avail-may-1st/1687311768,Kijiji User,Professional,0,1 Year,Yes,"May 1, 2024",976,No,Yes,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
24-029 Newly renovated flat in Fairview,2050.,2024-03-26T13:00:36.000Z,"Main Avenue, Halifax, NS, B3M 1B2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-029-newly-renovated-flat-in-fairview/1688943086,Kijiji User,Professional,1,1 Year,Limited,"April 1, 2024",Not Available,No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
18-087 You'll love the 140’ ocean frontage view of Herring Cove.,2800.,2024-03-26T13:00:31.000Z,"John Brackett Drive, Herring Cove, NS, B3V 1G8",House,3 + Den,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298323,Kijiji User,Professional,2,1 Year,Limited,"June 1, 2024",Not Available,Yes,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
"24-025 Beautifu,FURNSISHED  home in the heart of Bedford",3200.,2024-03-26T13:00:26.000Z,"Golf Links Road, Bedford, NS, B4A 2T8",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-025-beautifu-furnsished-home-in-the-heart-of-bedford/1688214679,Kijiji User,Professional,3+,1 Year,Limited,"April 1, 2024",Not Available,Yes,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Halifax 2 Bedroom 2 Bathroom Apartment for Rent:,2110.,2024-03-26T12:58:58.000Z,"3330 Barnstead Lane, Halifax, NS, B3L 0B1",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-2-bedroom-2-bathroom-apartment-for-rent:/1688214041,Kijiji User,Professional,0,1 Year,Yes,,945,No,No,No,,,,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
1 BR APARTMENT CREIGHTON ST NORTH END HALIFAX SEPT 1 2024,1900.,2024-03-26T12:54:48.000Z,"Halifax, NS B3K 3R8",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-br-apartment-creighton-st-north-end-halifax-sept-1-2024/1689254755,Kijiji User,Owner,1,1 Year,Limited,"September 1, 2024",700,No,No,Outdoors only,,,,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
1 and 2 bedroom new building North end Halifax,2075.,2024-03-26T12:21:29.000Z,"Bilby Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-and-2-bedroom-new-building-north-end-halifax/1689252836,Kijiji User,Owner,0,1 Year,No,"April 1, 2024",510,No,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
AVAILIBLE NOW!! 1 Bedroom Apartment in Fairview,1595.,2024-03-26T12:16:52.000Z,"Fiske Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/availible-now-1-bedroom-apartment-in-fairview/1687239666,Kijiji User,Professional,1,1 Year,Limited,"March 15, 2024",600,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
Newly Renovated 2 Bedroom Apartment ,2250.,2024-03-26T11:59:03.000Z,"Main Ave, Halifax, NS B3M 1A2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-apartment/1689251837,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024",680,No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"2 BDRM / 2 BTHRM AT 35 BENTLY DR, LUXURY LIVING IN MOUNT ROYALE!",2275.,2024-03-26T11:58:14.000Z,"35 Bently Drive, Halifax, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bdrm-2-bthrm-at-35-bently-dr-luxury-living-in-mount-royale/1689251806,Kijiji User,Owner,1,1 Year,No,"July 1, 2024","1,300",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
2 Bedroom Flat for Rent in Halifax,2300.,2024-03-26T11:57:55.000Z,"Philip Street, Halifax, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-flat-for-rent-in-halifax/1689251788,Kijiji User,Owner,1,1 Year,No,"April 1, 2024","1,050",No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
1br plus den May 1st North End Halifax,2075.,2024-03-26T11:49:03.000Z,"Cunard Street, Halifax, NS",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1br-plus-den-may-1st-north-end-halifax/1689251443,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",729,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Northwood Manor's Supportive Living Apartments,1994.,2024-03-26T11:31:05.000Z,"Halifax, NS B3K 3C5",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/northwood-manors-supportive-living-apartments/1686176828,Kijiji User,Professional,0,Month-to-month,Limited,"March 1, 2024",300,No,No,No,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
Rental Unit - Cunard Live/Work/Grow,2950.,2024-03-26T10:15:33.000Z,"5560 Cunard Street, Halifax, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-unit-cunard-live-work-grow/1684547968,Kijiji User,Owner,0,1 Year,No,"March 1, 2024","1,045",No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No
Saltbush Lane - 33 Townhome for Rent,1695.,2024-03-26T09:52:56.000Z,"5 Saltbush, Halifax, NS, B4P 1P2",House,1,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/saltbush-lane-33-townhome-for-rent/1687981436,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,No,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Apartment for Rent - 200 Willet Street,2008.,2024-03-26T05:54:27.000Z,"200 Willet Street, Halifax, NS, B3M 3C5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-for-rent-200-willet-street/1684246974,Kijiji User,Professional,0,1 Year,No,"April 1, 2024",747,No,No,No,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2 Bedroom Apartment for Rent - 200 Willet Street,2481.,2024-03-26T05:54:20.000Z,"200 Willet Street, Halifax, NS, B3M 3C5",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apartment-for-rent-200-willet-street/1684096229,Kijiji User,Professional,0,1 Year,No,"April 1, 2024",981,No,No,No,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
Clean and Bright Halifax Townhouse for Rent!,2650.,2024-03-26T04:09:53.000Z,"John Parr Drive, Halifax, NS",Townhouse,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/clean-and-bright-halifax-townhouse-for-rent/1689238271,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024","1,250",No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
4 Bedroom House for rent - Spryfield,3200.,2024-03-26T03:10:24.000Z,"Juniper Crescent, Halifax, NS",House,4 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-for-rent-spryfield/1683051987,Kijiji User,Owner,2,1 Year,No,"April 15, 2024","1,560",No,Yes,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
"2 Bedrooms -1129 SQF Town House Apartment for Rent - 211, 221 Gl",2549.,2024-03-26T02:22:46.000Z,"221 Glenforest Drive, Halifax, NS, B3M 1J3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedrooms-1129-sqf-town-house-apartment-for-rent-211-221-gl/1682150403,Kijiji User,Professional,0,1 Year,Yes,,"1,129",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Air Conditioned BIG TOP FLOOR North End apartment,2695.,2024-03-26T02:08:44.000Z,"3807 Mont Blanc Terrace, Halifax, NS, B3K 6R9",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/air-conditioned-big-top-floor-north-end-apartment/1688142440,Kijiji User,Professional,0,1 Year,Limited,"March 15, 2024","1,382",No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
LOVELY - 2 BEDROOM ON SPRING GARDEN RD,,2024-03-26T01:52:58.000Z,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-2-bedroom-on-spring-garden-rd/1678071831,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
LUXURY 1 BED + DEN IN BEDFORD,,2024-03-26T01:52:54.000Z,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxury-1-bed-den-in-bedford/1646233967,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
OPEN HOUSE SATURDAY 10-4  BACHELOR APT,1612.,2024-03-26T01:52:49.000Z,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-bachelor-apt/1683391064,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
OPEN HOUSE SATURDAY 10-4 1 BEDROOM,,2024-03-26T01:52:45.000Z,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom/1673351063,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
SEEKING SOUTH END HALIFAX? OPEN HOUSE THIS WEEKEND!,,2024-03-26T01:52:40.000Z,"1551 South Park Street, Halifax, NS, B3J 4B4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seeking-south-end-halifax-open-house-this-weekend/1686109573,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
LARGE 2 BEDROOM AVAILABLE,,2024-03-26T01:52:35.000Z,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-available/1688104521,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM + DEN NEAR UNIVERSITIES,,2024-03-26T01:52:26.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-den-near-universities/1674611182,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4  2 BEDROOM - NEAR UNIVERSITIES,,2024-03-26T01:52:21.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-2-bedroom-near-universities/1684478921,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-26T01:52:16.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
OPEN HOUSE SATURDAY 10-4 1 BEDROOM,,2024-03-26T01:52:45.000Z,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom/1673351063,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,,2024-03-26T21:01:54.000Z,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2 Bedroom + DEN Penthouse in Halifax for April,4195.,2024-03-25T18:57:23.000Z,"5450 Kaye Street, Halifax, NS, B3K 0G7",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-den-penthouse-in-halifax-for-april/1679579341,Kijiji User,Professional,0,1 Year,No,"April 1, 2024","1,437",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
4 Bedroom House in Halifax for March,3995.,2024-03-19T19:26:07.000Z,"12 Palmer Hill, Halifax, NS, B3N 1S5",House,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,Kijiji User,Professional,0,1 Year,No,"March 1, 2024","4,400",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-26T01:52:16.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
WOW - 2 BEDROOM NEAR HALIFAX SHOPPING CENTRE,2061.,2024-03-26T01:52:12.000Z,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-2-bedroom-near-halifax-shopping-centre/1685702306,Kijiji User,Professional,1,1 Year,Yes,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes
BEAUTIFUL 2 BEDROOM IN WEST END,2096.,2024-03-26T01:52:02.000Z,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-in-west-end/1652811959,Kijiji User,Professional,1,1 Year,No,,"1,200",No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No
WOW! GREAT 1 BEDROOM -  CITY VIEWS,1700.,2024-03-26T01:51:57.000Z,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-great-1-bedroom-city-views/1678376940,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
AMAZING 2 BEDROOM AVAILABLE,2233.,2024-03-26T01:51:57.000Z,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-2-bedroom-available/1688104509,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No
LEASE TAKEOVER MAY1St 1-BED,1899.,2024-03-26T00:53:34.000Z,"Inglis St, Halifax, B3H 1K4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-takeover-may1st-1-bed/1689229354,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",900,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
"APRIL 1st-ONE BEDROOM APT +BALCONY for rent near DAL, SMU",1829.,2024-03-26T00:13:07.000Z,"Halifax, NS B3H 2K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/april-1st-one-bedroom-apt-balcony-for-rent-near-dal-smu/1689226302,Kijiji User,Owner,0,1 Year,Limited,"April 1, 2024",900,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes
"21-069 Nice semi detached home on quiet cul-de-sac, Halifax",1975.,2024-03-26T00:08:11.000Z,"Frances Court, Halifax, NS, B3R 2R4",House,3 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-069-nice-semi-detached-home-on-quiet-cul-de-sac-halifax/1683435941,Kijiji User,Professional,2,1 Year,No,"April 1, 2024",Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
23-091 Beautifully upgraded FURNISHED flat in Downtown Halifax,2275.,2024-03-26T00:08:10.000Z,"Bishop Street, Halifax, NS, B3J 1C9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-091-beautifully-upgraded-furnished-flat-in-downtown-halifax/1675915345,Kijiji User,Professional,1,1 Year,No,"April 1, 2024",Not Available,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
1173 WELLINGTON ST. - ONE BEDROOM APARTMENT,1850.,2024-03-25T23:36:03.000Z,"Wellington Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1173-wellington-st-one-bedroom-apartment/1689223506,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",600,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes
Furnished All inclusive Clayton Park West May 1st,1850.,2024-03-25T23:13:56.000Z,"Halifax, NS B3M 4J4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/furnished-all-inclusive-clayton-park-west-may-1st/1688933832,Kijiji User,Owner,0,1 Year,No,"May 1, 2024",930,Yes,Yes,No,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Electric Vehicle charging at North End Halifax apartment,2695.,2024-03-25T23:12:43.000Z,"3807 Mont Blanc Terrace, Halifax, NS, B3K 6R9",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/electric-vehicle-charging-at-north-end-halifax-apartment/1677789495,Kijiji User,Professional,0,1 Year,Limited,"March 15, 2024","1,382",No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
Exclusive Large Luxury Apartment-Utilities/Internet/Cable Incl!,,2024-03-25T22:30:33.000Z,"Nova Scotia 329, Hubbards, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/exclusive-large-luxury-apartment-utilities-internet-cable-incl/1683643009,Kijiji User,Owner,2,1 Year,Limited,"March 1, 2024","1,050",No,Yes,Outdoors only,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
2 Bedroom in Halifax for July,2595.,2024-03-25T21:48:00.000Z,"7037 Mumford Rd, Halifax, NS, B3L 2J1",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-july/1689210786,Kijiji User,Professional,0,1 Year,Limited,"July 1, 2024","1,033",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
"New & Spacious 3 Bedroom Unit in Halifax, 6 Appliances",3150.,2024-03-25T21:36:01.000Z,"13 Edgehill Road, Halifax, NS, B3N 1G5",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-spacious-3-bedroom-unit-in-halifax-6-appliances/1689211590,Kijiji User,Professional,1,1 Year,Limited,"March 1, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Apartment Sublet May-August,850.,2024-03-25T21:18:31.000Z,"Halifax, NS B3H",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-sublet-may-august/1687639920,Kijiji User,Owner,0,Month-to-month,No,"May 2, 2024",132,Yes,No,No,,,,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
24-030 Beautiful home in Mount Royal,3300.,2024-03-25T21:12:06.000Z,"Bently Drive, Halifax, NS, B3S 0A9",Townhouse,3,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-030-beautiful-home-in-mount-royal/1689211036,Kijiji User,Professional,2,1 Year,No,"April 1, 2024",Not Available,Yes,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
23-091 Beautifully upgraded flat in Downtown Halifax,2275.,2024-03-25T19:57:54.000Z,"Bishop Street, Halifax, NS, B3J 1C9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-091-beautifully-upgraded-flat-in-downtown-halifax/1680067319,Kijiji User,Professional,1,1 Year,No,"April 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
2 bedrm/2 bathrm; parking incl; user pay gym; Walter Havill Dr,2495.,2024-03-25T19:17:20.000Z,"Walter Havill Drive, Halifax, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedrm-2-bathrm-parking-incl-user-pay-gym-walter-havill-dr/1688757126,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024","1,196",No,Yes,No,,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
Renovated One Bedroom Apartment in Halifax- 27 Evans Avenue,1350.,2024-03-25T19:00:33.000Z,"27 Evans Avenue, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-one-bedroom-apartment-in-halifax-27-evans-avenue/1688127691,Kijiji User,Owner,1,1 Year,Limited,"March 1, 2024",680,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No
1 Bedroom in Halifax for July,2125.,2024-03-25T18:57:28.000Z,"6016 Pepperell Street, Halifax, NS, B3H 2N8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-halifax-for-july/1688689967,Kijiji User,Professional,0,1 Year,Limited,"July 1, 2024",564,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
