,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space,postal_code,rate_per_sqft,location,lat,long,region
55,NEW! 1 & 2 bdrm apartments: $1895-$2495/mth;  Hammonds Plains,1995.0,2024-03-26 14:44:01+00:00,"Appaloosa Run, Hammonds Plains, NS",Apartment,1.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-1-2-bdrm-apartments:-1895-2495-mth-hammonds-plains/1685373425,Owner,0.0,1 Year,Limited,2024-10-01 00:00:00+00:00,1010.0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,,1.98,"Appaloosa Run, Hammonds Plains, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 0G2, Canada",44.7252049,-63.7483418,Unknown
57,1134 Tower Road - Brand New 2 Bedroom Apartment - May 1,2600.0,2024-03-26 14:30:36+00:00,"1134 Tower Rd, Halifax, NS, B3H 2Y5",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1134-tower-road-brand-new-2-bedroom-apartment-may-1/1688597389,Professional,0.0,1 Year,No,2024-05-01 00:00:00+00:00,500.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,B3H 2Y5,5.2,"1134, Tower Road, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2Y5, Canada",44.636464450000005,-63.579096851161864,South End Halifax
58,Beautiful 3 Bedroom Apartment (Inglis & Lucknow),3900.0,2024-03-26 14:15:33+00:00,"5547 Inglis Street, Halifax, NS",Apartment,3.0,3.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-3-bedroom-apartment-inglis-lucknow/1688833892,Professional,0.0,1 Year,Yes,2024-09-01 00:00:00+00:00,1700.0,False,False,outdoors only,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,,2.29,"5547, Inglis Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1J9, Canada",44.63507515,-63.574390588106766,South End Halifax
59,1 Bedroom City Scape Downtown Halifax,1995.0,2024-03-26 14:09:21+00:00,"1715 Lower Water St, Halifax, NS, B3L 0J4",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-city-scape-downtown-halifax/1688002025,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3L 0J4,3.99,,,,West End of Halifax
60,1 Bedroom + Den Sea Loge Downtown Halifax,1995.0,2024-03-26 14:09:17+00:00,"1715 Lower Water St, Halifax, NS, B3L 0J4",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-sea-loge-downtown-halifax/1688597267,Professional,0.0,1 Year,Yes,2024-07-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3L 0J4,3.99,,,,West End of Halifax
61,2 Bedrooms Apartment for Rent - 9 - 54 Paige Plaza,2095.0,2024-03-26 13:09:44+00:00,"54 Paige Plaza, Lower Sackville, NS, B4E 0J6",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedrooms-apartment-for-rent-9-54-paige-plaza/1680021792,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,861.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,B4E 0J6,2.43,"54, Paige Plaza, Lower Sackville, Halifax Regional Municipality, Halifax County, Nova Scotia, B4C 2P7, Canada",44.77038625,-63.694730449999994,Sackville
62,Beautiful 2 BR at The Alexander - Avail May 1st,2695.0,2024-03-26 13:01:37+00:00,"5121 Bishop Street, Halifax, NS, B3J 0E5",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-br-at-the-alexander-avail-may-1st/1687311768,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,976.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,True,B3J 0E5,2.76,"The Alexander, 5121, Bishop Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 0E5, Canada",44.64372135,-63.57006350642538,Downtown Halifax
63,24-029 Newly renovated flat in Fairview,2050.0,2024-03-26 13:00:36+00:00,"Main Avenue, Halifax, NS, B3M 1B2",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-029-newly-renovated-flat-in-fairview/1688943086,Professional,1.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,B3M 1B2,4.1,"Main Avenue, Fairview Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 1B8, Canada",44.6532985,-63.6484826,Fairview Halifax
66,Halifax 2 Bedroom 2 Bathroom Apartment for Rent:,2110.0,2024-03-26 12:58:58+00:00,"3330 Barnstead Lane, Halifax, NS, B3L 0B1",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-2-bedroom-2-bathroom-apartment-for-rent:/1688214041,Professional,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,945.0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,B3L 0B1,2.23,"The Vincent Coleman, 3330, Barnstead Lane, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 0B1, Canada",44.6537695,-63.62287217446834,West End of Halifax
68,1 and 2 bedroom new building North end Halifax,2075.0,2024-03-26 12:21:29+00:00,"Bilby Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-and-2-bedroom-new-building-north-end-halifax/1689252836,Owner,0.0,1 Year,No,2024-04-01 00:00:00+00:00,510.0,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,,4.07,"Bilby Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1V6, Canada",44.658992,-63.5978962,Unknown
69,AVAILIBLE NOW!! 1 Bedroom Apartment in Fairview,1595.0,2024-03-26 12:16:52+00:00,"Fiske Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/availible-now-1-bedroom-apartment-in-fairview/1687239666,Professional,1.0,1 Year,Limited,2024-03-15 00:00:00+00:00,600.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,,2.66,"Fiske Street, Fairview Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 0C1, Canada",44.6582188,-63.6419702,Fairview Halifax
70,Newly Renovated 2 Bedroom Apartment ,2250.0,2024-03-26 11:59:03+00:00,"Main Ave, Halifax, NS B3M 1A2",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-apartment/1689251837,Owner,1.0,1 Year,Limited,2024-04-01 00:00:00+00:00,680.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3M 1A2,3.31,"Main Avenue, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 1A1, Canada",44.6607592,-63.6315154,Larry Uteck
71,"2 BDRM / 2 BTHRM AT 35 BENTLY DR, LUXURY LIVING IN MOUNT ROYALE!",2275.0,2024-03-26 11:58:14+00:00,"35 Bently Drive, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bdrm-2-bthrm-at-35-bently-dr-luxury-living-in-mount-royale/1689251806,Owner,1.0,1 Year,No,2024-07-01 00:00:00+00:00,1300.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,,1.75,"35, Bently Drive, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3S 0G6, Canada",44.6482946,-63.6566178,Unknown
72,2 Bedroom Flat for Rent in Halifax,2300.0,2024-03-26 11:57:55+00:00,"Philip Street, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-flat-for-rent-in-halifax/1689251788,Owner,1.0,1 Year,No,2024-04-01 00:00:00+00:00,1050.0,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,,2.19,"Philip Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 1N8, Canada",44.6450958,-63.6178613,Unknown
73,1br plus den May 1st North End Halifax,2075.0,2024-03-26 11:49:03+00:00,"Cunard Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1br-plus-den-may-1st-north-end-halifax/1689251443,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,729.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,True,,2.85,"Cunard Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1C4, Canada",44.6527995,-63.5861992,Downtown Halifax
74,Northwood Manor's Supportive Living Apartments,1994.0,2024-03-26 11:31:05+00:00,"Halifax, NS B3K 3C5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/northwood-manors-supportive-living-apartments/1686176828,Professional,0.0,Month-to-month,Limited,2024-03-01 00:00:00+00:00,300.0,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,B3K 3C5,6.65,,,,North End Halifax
75,Rental Unit - Cunard Live/Work/Grow,2950.0,2024-03-26 10:15:33+00:00,"5560 Cunard Street, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-unit-cunard-live-work-grow/1684547968,Owner,0.0,1 Year,No,2024-03-01 00:00:00+00:00,1045.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,,2.82,"5560, Cunard Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1C4, Canada",44.6524759,-63.58627760090576,Downtown Halifax
77,1 Bedroom Apartment for Rent - 200 Willet Street,2008.0,2024-03-26 05:54:27+00:00,"200 Willet Street, Halifax, NS, B3M 3C5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-for-rent-200-willet-street/1684246974,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,747.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,B3M 3C5,2.69,,,,Larry Uteck
78,2 Bedroom Apartment for Rent - 200 Willet Street,2481.0,2024-03-26 05:54:20+00:00,"200 Willet Street, Halifax, NS, B3M 3C5",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apartment-for-rent-200-willet-street/1684096229,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,981.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,B3M 3C5,2.53,,,,Larry Uteck
81,"2 Bedrooms -1129 SQF Town House Apartment for Rent - 211, 221 Gl",2549.0,2024-03-26 02:22:46+00:00,"221 Glenforest Drive, Halifax, NS, B3M 1J3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedrooms-1129-sqf-town-house-apartment-for-rent-211-221-gl/1682150403,Professional,0.0,1 Year,Yes,2024-03-15 00:00:00+00:00,1129.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,B3M 1J3,2.26,"221, Glenforest Drive, Fairview Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 1J3, Canada",44.6568855,-63.6488543,Fairview Halifax
82,Air Conditioned BIG TOP FLOOR North End apartment,2695.0,2024-03-26 02:08:44+00:00,"3807 Mont Blanc Terrace, Halifax, NS, B3K 6R9",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/air-conditioned-big-top-floor-north-end-apartment/1688142440,Professional,0.0,1 Year,Limited,2024-03-15 00:00:00+00:00,1382.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,B3K 6R9,1.95,"3807, Mont Blanc Terrace, Convoy Place, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 6R3, Canada",44.673302,-63.60897528153057,North End Halifax
83,LOVELY - 2 BEDROOM ON SPRING GARDEN RD,1995.0,2024-03-26 01:52:58+00:00,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-2-bedroom-on-spring-garden-rd/1678071831,Professional,0.0,1 Year,No,2024-05-01 00:00:00+00:00,500.0,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,B3J 1H6,3.99,"5670, Spring Garden Road, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 1G1, Canada",44.6423244,-63.5787847,Downtown Halifax
85,OPEN HOUSE SATURDAY 10-4  BACHELOR APT,1612.0,2024-03-26 01:52:49+00:00,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-bachelor-apt/1683391064,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,500.0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,B3H 4K5,3.22,"5415, Victoria Road, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 4K5, Canada",44.6363873,-63.5714114,South End Halifax
87,SEEKING SOUTH END HALIFAX? OPEN HOUSE THIS WEEKEND!,1995.0,2024-03-26 01:52:40+00:00,"1551 South Park Street, Halifax, NS, B3J 4B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seeking-south-end-halifax-open-house-this-weekend/1686109573,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,500.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3J 4B4,3.99,"Habanero’s Modern Taco Bar, 1551, South Park Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 4B4, Canada",44.6434661,-63.580026,Downtown Halifax
89,OPEN HOUSE SATURDAY 10-4  1 BEDROOM + DEN NEAR UNIVERSITIES,1995.0,2024-03-26 01:52:26+00:00,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-den-near-universities/1674611182,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,500.0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,B3H 1B9,3.99,"Ogilvie on the Park, 5651, Ogilvie Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1B9, Canada",44.6289805,-63.57143265303551,South End Halifax
90,OPEN HOUSE SATURDAY 10-4  2 BEDROOM - NEAR UNIVERSITIES,1995.0,2024-03-26 01:52:21+00:00,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-2-bedroom-near-universities/1684478921,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,500.0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,B3H 1B9,3.99,"Ogilvie on the Park, 5651, Ogilvie Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1B9, Canada",44.6289805,-63.57143265303551,South End Halifax
98,WOW - 2 BEDROOM NEAR HALIFAX SHOPPING CENTRE,2061.0,2024-03-26 01:52:12+00:00,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-2-bedroom-near-halifax-shopping-centre/1685702306,Professional,1.0,1 Year,Yes,2024-05-01 00:00:00+00:00,500.0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,B3L 4P3,4.12,"Bayers Park Apartments I, 6969, Bayers Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 4P3, Canada",44.655507,-63.624259720679014,West End of Halifax
99,BEAUTIFUL 2 BEDROOM IN WEST END,2096.0,2024-03-26 01:52:02+00:00,"6969 Bayers Road, Halifax, NS, B3L 4P3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-in-west-end/1652811959,Professional,1.0,1 Year,No,2024-05-01 00:00:00+00:00,1200.0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,B3L 4P3,1.75,"Bayers Park Apartments I, 6969, Bayers Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 4P3, Canada",44.655507,-63.624259720679014,West End of Halifax
100,WOW! GREAT 1 BEDROOM -  CITY VIEWS,1700.0,2024-03-26 01:51:57+00:00,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/wow-great-1-bedroom-city-views/1678376940,Professional,1.0,1 Year,Limited,2024-05-01 00:00:00+00:00,500.0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,B3P 2M6,3.4,"36, Abbey Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3P 2M6, Canada",44.6275425,-63.62177,Cowie Hill
101,AMAZING 2 BEDROOM AVAILABLE,2233.0,2024-03-26 01:51:57+00:00,"36 Abbey Road, Halifax, NS, B3P 2M6",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-2-bedroom-available/1688104509,Professional,1.0,1 Year,Limited,2024-05-01 00:00:00+00:00,500.0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,B3P 2M6,4.47,"36, Abbey Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3P 2M6, Canada",44.6275425,-63.62177,Cowie Hill
102,LEASE TAKEOVER MAY1St 1-BED,1899.0,2024-03-26 00:53:34+00:00,"Inglis St, Halifax, B3H 1K4",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-takeover-may1st-1-bed/1689229354,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,900.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,B3H 1K4,2.11,"Inglis Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1K5, Canada",44.63415,-63.5768048,South End Halifax
103,"APRIL 1st-ONE BEDROOM APT +BALCONY for rent near DAL, SMU",1829.0,2024-03-26 00:13:07+00:00,"Halifax, NS B3H 2K5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/april-1st-one-bedroom-apt-balcony-for-rent-near-dal-smu/1689226302,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00+00:00,900.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,B3H 2K5,2.03,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,South End Halifax
105,23-091 Beautifully upgraded FURNISHED flat in Downtown Halifax,2275.0,2024-03-26 00:08:10+00:00,"Bishop Street, Halifax, NS, B3J 1C9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-091-beautifully-upgraded-furnished-flat-in-downtown-halifax/1675915345,Professional,1.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,B3J 1C9,4.55,,,,Downtown Halifax
